id,title,url,summary,pub_date,source,PESTEL_category,cleaned_summary,Sentiment
802,IHSG Menghijau ke 7.321 Awal Pekan Ini,https://www.cnnindonesia.com/ekonomi/20240722161836-92-1124180/ihsg-menghijau-ke-7321-awal-pekan-ini,"Indeks Harga Saham Gabungan (IHSG) ditutup di level 7.321 pada Senin (22/7) sore, menguat 0,38 persen dibanding penutupan sebelumnya.",2024-07-22 09:23:43,CNN Ekonomi,Political,indeks harga saham gabungan ihsg ditutup level senin sore menguat persen dibanding penutupan,Neutral
803,Kondisi Politik AS Jungkalkan Rupiah ke Rp16.220 Sore Ini,https://www.cnnindonesia.com/ekonomi/20240722153724-78-1124158/kondisi-politik-as-jungkalkan-rupiah-ke-rp16220-sore-ini,"Rupiah bertengger di Rp16.220 per dolar AS pada Senin (22/7) sore. Mata uang Garuda melemah 29 poin atau minus 0,18 persen dari perdagangan sebelumnya.",2024-07-22 08:55:51,CNN Ekonomi,Social,rupiah bertengger rp dolar a senin sore mata uang garuda melemah poin minus persen perdagangan,Negative
804,Luhut Targetkan Family Office Terbentuk di RI Sebelum Jokowi Lengser,https://www.cnnindonesia.com/ekonomi/20240722134239-532-1124093/luhut-targetkan-family-office-terbentuk-di-ri-sebelum-jokowi-lengser,Menkomarinves Luhut Binsar Pandjaitan menargetkan family office bakal dibentuk paling lambat Oktober atau sebelum masa pemerintahan Jokowi berakhir.,2024-07-22 08:30:24,CNN Ekonomi,Environmental,menkomarinves luhut binsar pandjaitan menargetkan family office dibentuk lambat oktober pemerintahan jokowi,Neutral
805,"Baktiku Negeriku, Komitmen ESG Telkomsel Pacu Pertumbuhan Ekonomi Desa",https://www.cnnindonesia.com/ekonomi/20240722124748-625-1124046/baktiku-negeriku-komitmen-esg-telkomsel-pacu-pertumbuhan-ekonomi-desa,Telkomsel kembali meluncurkan program TJSL Baktiku Negeriku untuk meningkatkan pertumbuhan ekonomi desa melalui pemanfaatan teknologi dan solusi digital.,2024-07-22 08:09:23,CNN Ekonomi,Economic,telkomsel meluncurkan program tjsl baktiku negeriku meningkatkan pertumbuhan ekonomi desa pemanfaatan teknologi solusi digital,Neutral
806,"Kemenkeu soal Wacana PNS Naik Gaji 2025: Bisa Gapok, Tukin, Insentif",https://www.cnnindonesia.com/ekonomi/20240722140458-532-1124107/kemenkeu-soal-wacana-pns-naik-gaji-2025-bisa-gapok-tukin-insentif,"Kemenkeu buka suara soal rencana kenaikan gaji PNS pada 2025. Menurut mereka penyesuain gaji PNS bisa menaikkan gaji pokok, perbaikan tukin, insentif.",2024-07-22 07:45:56,CNN Ekonomi,Environmental,kemenkeu buka suara rencana kenaikan gaji pns penyesuain gaji pns menaikkan gaji pokok perbaikan tukin insentif,Neutral
807,"Pertama di Indonesia, KB Bank Gunakan AI untuk Penilaian Kredit",https://www.cnnindonesia.com/ekonomi/20240722140541-625-1124109/pertama-di-indonesia-kb-bank-gunakan-ai-untuk-penilaian-kredit,KB Bukopin berkolaborasi dengan PFC Technologies dari Korea Selatan untuk membangun dan meningkatkan mekanisme penilaian penyaluran kredit melalui teknologi AI.,2024-07-22 07:15:01,CNN Ekonomi,Economic,kb bukopin berkolaborasi pfc technology korea selatan membangun meningkatkan mekanisme penilaian penyaluran kredit teknologi ai,Neutral
808,Luhut Kembali Sebut OTT KPK Kampungan,https://www.cnnindonesia.com/ekonomi/20240722130804-532-1124060/luhut-kembali-sebut-ott-kpk-kampungan,Menkomarinves Luhut Binsar Pandjaitan kembali menyebut OTT yang dilakukan KPK kampungan. Hal itu ia sampaikan di hadapan Wakil Ketua KPK Nurul Ghufron.,2024-07-22 07:00:19,CNN Ekonomi,Technological,menkomarinves luhut binsar pandjaitan menyebut ott kpk kampungan hadapan wakil ketua kpk nurul ghufron,Neutral
809,Luhut-Sri Mulyani Cs Luncurkan Alat Penangkal Garong Nikel dan Timah,https://www.cnnindonesia.com/ekonomi/20240722123922-85-1124042/luhut-sri-mulyani-cs-luncurkan-alat-penangkal-garong-nikel-dan-timah,"Menko Kemaritiman dan Investasi Luhut Pandjaitan dan Menkeu Sri Mulyani meluncurkan SIMBARA, sistem penangkal pencurian dan korupsi timah-nikel.",2024-07-22 06:15:35,CNN Ekonomi,Environmental,menko kemaritiman investasi luhut pandjaitan menkeu sri mulyani meluncurkan simbara sistem penangkal pencurian korupsi timahnikel,Neutral
810,"Baru Pertama Kali Bikin Paspor? Yuk, Simak Panduannya Berikut Ini",https://kumparan.com/kumparantravel/baru-pertama-kali-bikin-paspor-yuk-simak-panduannya-berikut-ini-239X4ghF7Ap,"Biar enggak bingung, ini panduan bagi kamu yang pertama kali ingin bikin paspor. #kumparanTRAVEL #newsupdate",2024-07-25 03:12:50,Kumparan News,Legal,biar bingung panduan kali bikin paspor kumparantravel newsupdate,Neutral
811,Cara AQUA Jaga Lingkungan dan Keberlanjutan Sumber Air di Indonesia,https://kumparan.com/kumparanfood/cara-aqua-jaga-lingkungan-dan-keberlanjutan-sumber-air-di-indonesia-23C0LTUELhz,AQUA lakukan cara ini untuk menjaga lingkungan dan keberlanjutann sumber daya air di Indonesia. #kumparanFOOD #newsupdate,2024-07-25 03:00:03,Kumparan News,Legal,aqua lakukan menjaga lingkungan keberlanjutann sumber daya air indonesia kumparanfood newsupdate,Neutral
812,3 Fakta Perceraian Kimberly Ryder dan Edward Akbar,https://kumparan.com/kumparanhits/3-fakta-perceraian-kimberly-ryder-dan-edward-akbar-23Bw1mZlfXl,Kimberly Ryder dan Edward Akbar telah menjalani sidang perdana perceraian pada Rabu (24/7). #kumparanHITS #newsudpate,2024-07-25 03:00:02,Kumparan News,Social,kimberly ryder edward akbar menjalani sidang perdana perceraian rabu kumparanhits newsudpate,Neutral
813,"BRI Raup Laba Bersih Rp 29,9 Triliun Sepanjang Semester I 2024",https://kumparan.com/kumparanbisnis/bri-raup-laba-bersih-rp-29-9-triliun-sepanjang-semester-i-2024-23CD1kkbrnD,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) mencatatkan laba bersih sebesar Rp 29,9 triliun hingga semester I 2024. #bisnisupdate #update #bisnis #text",2024-07-25 03:07:21,Kumparan News,Economic,pt bank rakyat indonesia persero tbk bbri mencatatkan laba bersih rp triliun semester i bisnisupdate update bisnis text,Neutral
814,"Nilai Tambah Manufaktur Indonesia Tembus USD 255 M, Kalahkan Thailand & Vietnam",https://kumparan.com/kumparanbisnis/nilai-tambah-manufaktur-indonesia-tembus-usd-255-m-kalahkan-thailand-and-vietnam-23CCzW40XfU,"Nilai Tambah Manufaktur Indonesia Tembus USD 255 M, Kalahkan Thailand & Vietnam. #bisnisupdate #update #bisnis #text",2024-07-25 02:56:56,Kumparan News,Legal,nilai manufaktur indonesia tembus usd m kalahkan thailand vietnam bisnisupdate update bisnis text,Neutral
815,Polsek Tigaraksa Tangerang Tangkap Pembuat STNK Palsu Rp 600 Ribu,https://kumparan.com/kumparannews/polsek-tigaraksa-tangerang-tangkap-pembuat-stnk-palsu-rp-600-ribu-23CCpUgryuv,Polsek Tigaraksa Tangerang Tangkap Pembuat STNK Palsu Rp 600 Ribu #newsupdate #update #news #text,2024-07-25 02:52:55,Kumparan News,Legal,polsek tigaraksa tangerang tangkap pembuat stnk palsu rp ribu newsupdate update news text,Neutral
816,"Trump Mulai Serang Kamala Harris, Sebut 'Orang Gila Kiri Radikal'",https://kumparan.com/kumparannews/trump-mulai-serang-kamala-harris-sebut-orang-gila-kiri-radikal-23CCfRuQHH5,"Donald Trump menyebut Kamala Harris sebagai ""orang gila kiri radikal"" dalam kampanye perdananya usai Joe Biden mundur. #newsupdate #update #news #text",2024-07-25 02:50:15,Kumparan News,Legal,donald trump menyebut kamala harris orang gila kiri radikal kampanye perdananya joe biden mundur newsupdate update news text,Neutral
817,Foto: Pertamina EP Prabumulih Field di Sumatera Selatan Dorong Produksi Migas,https://kumparan.com/kumparanbisnis/foto-pertamina-ep-prabumulih-field-di-sumatera-selatan-dorong-produksi-migas-23CCfo62S37,"Foto: Pertamina EP Prabumulih Field Dorong Produksi Migas
#bisnisupdate #update #bisnis #text",2024-07-25 02:48:17,Kumparan News,Legal,foto pertamina ep prabumulih field dorong produksi migas bisnisupdate update bisnis text,Neutral
818,"Nota Pembelaan Akhir, DD dan YM Mohon Divonis Bebas dari Tuduhan Korupsi Tol MBZ",https://kumparan.com/kumparannews/nota-pembelaan-akhir-dd-dan-ym-mohon-divonis-bebas-dari-tuduhan-korupsi-tol-mbz-23CChlg7Yz0,Eks Dirut DD dan Ketua Panitia Lelang JJC YM meminta divonis bebas pada Nota pembelaan akhir (duplik) kasus dugaan korupsi tol MBZ.,2024-07-25 02:43:39,Kumparan News,Legal,eks dirut dd ketua panitia lelang jjc ym divonis bebas nota pembelaan duplik dugaan korupsi tol mbz,Neutral
819,Mensos Risma Resmikan Perpustakaan Digital di Atas Kapal Perang,https://kumparan.com/kumparannews/mensos-risma-resmikan-perpustakaan-digital-di-atas-kapal-perang-23CCj60cSiU,Mensos Tri Rismaharini secara simbolis meresmikan perpustakaan digital yang ada di KRI Teluk Weda. #newsupdate #update #news #text,2024-07-25 02:41:04,Kumparan News,Legal,mensos tri rismaharini simbolis meresmikan perpustakaan digital kri teluk weda newsupdate update news text,Neutral
820,"Bus Rombongan Dosen Universitas Pamulang Kecelakaan di Tol Cipali, 1 Orang Tewas",https://kumparan.com/kumparannews/bus-rombongan-dosen-universitas-pamulang-kecelakaan-di-tol-cipali-1-orang-tewas-23CCUD2KLAL,"Bus Rombongan Dosen Universitas Pamulang Kecelakaan di Tol Cipali, 1 Orang Tewas #newsupdate #update #news #text",2024-07-25 02:29:57,Kumparan News,Legal,bus rombongan dosen universitas pamulang kecelakaan tol cipali orang tewas newsupdate update news text,Neutral
821,"Ikuti Indonesia, Malaysia Juga Tinjau UU Anti-Dumping Produk China ",https://kumparan.com/kumparanbisnis/ikuti-indonesia-malaysia-juga-tinjau-uu-anti-dumping-produk-china-23CCYkmzIcG,"Ikuti Indonesia, Malaysia juga sedang tinjau UU Anti-Dumping produk asal China guna melindungi UMKM lokal. #bisnisupdate #update #bisnis #text",2024-07-25 02:30:27,Kumparan News,Legal,ikuti indonesia malaysia tinjau uu antidumping produk china melindungi umkm lokal bisnisupdate update bisnis text,Neutral
822,Lewat Lumbung Sosial Risma Ingin Putus Rantai Kusta Dalam Satu Keluarga,https://kumparan.com/kumparannews/lewat-lumbung-sosial-risma-ingin-putus-rantai-kusta-dalam-satu-keluarga-23CCJQHfuCx,Lewat Lumbung Sosial Risma Ingin Putus Rantai Kusta Dalam Satu Keluarga #newsupdate #update #news #text,2024-07-25 02:26:53,Kumparan News,Legal,lumbung sosial risma putus rantai kusta keluarga newsupdate update news text,Neutral
823,"Cetak Pengemudi Profesional, Hino Luncurkan Driving School di GIIAS 2024",https://kumparan.com/kumparanoto/cetak-pengemudi-profesional-hino-luncurkan-driving-school-di-giias-2024-23C9z92mFVb,PT Hino Motors Sales Indonesia (HMSI) meluncurkan Hino Driving School di GIIAS 2024 Rabu (24/7). #kumparanOTO,2024-07-25 02:00:06,Kumparan News,Economic,pt hino motor sale indonesia hmsi meluncurkan hino driving school giias rabu kumparanoto,Neutral
824,"Argentina vs Maroko di Olimpiade: Suporter Masuk Lapangan, Laga Terhenti 2 Jam",https://kumparan.com/kumparanbola/argentina-vs-maroko-di-olimpiade-suporter-masuk-lapangan-laga-terhenti-2-jam-23CCCIf4jTx,Wasit meminta pemain masuk lapangan pada pukul 16:00 waktu setempat. Laga kembali bisa dilanjutkan pada pukul 18:00 waktu setempat. #kumparanBOLA #Bola,2024-07-25 02:09:58,Kumparan News,Economic,wasit pemain masuk lapangan laga dilanjutkan kumparanbola bola,Neutral
825,Kebakaran RS Citra Arafiq Depok Disebabkan Orang Merokok Dekat Genset Listrik,https://kumparan.com/kumparannews/kebakaran-rs-citra-arafiq-depok-disebabkan-orang-merokok-dekat-genset-listrik-23CAtaeDRLu,Kebakaran RS Citra Arafiq Depok Disebabkan Orang Merokok Dekat Genset Listrik #newsupdate #update #news #text,2024-07-25 02:11:27,Kumparan News,Legal,kebakaran r citra arafiq depok disebabkan orang merokok genset listrik newsupdate update news text,Neutral
826,"Sahroni Geram Ronald Tannur Divonis Bebas: Hakim Sakit, KY Harus Periksa!",https://kumparan.com/kumparannews/sahroni-geram-ronald-tannur-divonis-bebas-hakim-sakit-ky-harus-periksa-23CBysvQoMQ,"Sahroni Geram Ronald Tannur Divonis Bebas: Hakim Sakit, KY Harus Periksa! #newsupdate #update #news #text",2024-07-25 02:17:53,Kumparan News,Legal,sahroni geram ronald tannur divonis bebas hakim sakit ky periksa newsupdate update news text,Neutral
827,Vonis Bebas Hakim Terhadap Ronald Tannur dan Respons Pengacara Korban,https://kumparan.com/kumparannews/vonis-bebas-hakim-terhadap-ronald-tannur-dan-respons-pengacara-korban-23CBYnt7VDJ,Vonis Bebas Hakim Terhadap Ronald Tannur dan Respons Pengacara Korban #newsupdate #update #news #text,2024-07-25 02:06:57,Kumparan News,Legal,vonis bebas hakim ronald tannur respons pengacara korban newsupdate update news text,Neutral
828,"Bursa Asia Kompak Merah, IHSG Dibuka Melemah Tipis 0,06 Persen",https://kumparan.com/kumparanbisnis/bursa-asia-kompak-merah-ihsg-dibuka-melemah-tipis-0-06-persen-23CC9LTAUR2,"IHSG bergerak di zona merah mengawali perdagangan Kamis (25/7). IHSG dibuka melemah 4,54 poin (0,06 persen) ke 7.258,21. #bisnisupdate #update #bisnis #text",2024-07-25 02:02:51,Kumparan News,Legal,ihsg bergerak zona merah mengawali perdagangan kami ihsg dibuka melemah poin persen bisnisupdate update bisnis text,Neutral
829,"Sebelum Debut dengan JYP, Jihyo Twice Pernah Jadi Trainee SM Entertainment",https://kumparan.com/kumparank-pop/sebelum-debut-dengan-jyp-jihyo-twice-pernah-jadi-trainee-sm-entertainment-23C9N76B9GG,"Leader girl grup K-Pop Twice, Jihyo, dikenal sebagai member yang paling lama menjalani masa trainee sebelum akhirnya debut bersama Twice. 
#kumparanK-POP #newsupdate",2024-07-25 02:00:06,Kumparan News,Legal,leader girl grup kpop twice jihyo dikenal member menjalani trainee debut twice kumparankpop newsupdate,Neutral
830,5 Berita Populer: Edward Akbar Gak Selingkuh; Wanda Harra Dipolisikan,https://kumparan.com/kumparanhits/5-berita-populer-edward-akbar-gak-selingkuh-wanda-harra-dipolisikan-23BwrMt1IkE,Edward Akbar dengan bangga mengatakan dia tidak pernah selingkuh menjadi berita populer di hari Rabu (24/7). #kumparanHITS #newsupdate,2024-07-25 02:00:06,Kumparan News,Legal,edward akbar bangga selingkuh berita populer rabu kumparanhits newsupdate,Neutral
831,Apakah Boleh Lari Setiap Hari? Ini Panduannya dari Para Ahli,https://kumparan.com/teman-kumparan/apakah-boleh-lari-setiap-hari-ini-panduannya-dari-para-ahli-23BwVy2rA4x,"Banyak pelari pemula yang mempertanyakan, apakah boleh lari setiap hari? Simak penjelasannya dari para expert dan captain teman kumparan Running Club lewat artikel berikut.",2024-07-25 02:00:06,Kumparan News,Social,pelari pemula lari simak penjelasannya expert captain teman kumparan running club artikel,Neutral
832,"Harga Emas Antam Turun Rp 6.000, Jadi Rp 1.400.000 per Gram",https://kumparan.com/kumparanbisnis/harga-emas-antam-turun-rp-6-000-jadi-rp-1-400-000-per-gram-23CC46Q57JD,"Harga emas PT Aneka Tambang Tbk (ANTM) atau Antam turun Rp 6.000 jadi Rp 1.400.000 per gram pada perdagangan, Kamis (25/7). #bisnsiupdate #update #bisnis #text",2024-07-25 01:57:55,Kumparan News,Legal,harga emas pt aneka tambang tbk antm antam turun rp rp gram perdagangan kami bisnsiupdate update bisnis text,Neutral
833,Ekonom Sebut Utang Pemerintah Rp 8.353 T Tidak Aman,https://kumparan.com/kumparanbisnis/ekonom-sebut-utang-pemerintah-rp-8-353-t-tidak-aman-23CBXKE0w6q,Ekonom posisi utang Indonesia senilai Rp 8.353 triliun di Mei 2024 dalam kondisi tidak aman. #bisnisupdate #update #bisnis #text,2024-07-25 01:34:38,Kumparan News,Legal,ekonom posisi utang indonesia senilai rp triliun mei kondisi aman bisnisupdate update bisnis text,Neutral
834,"Pendiri KakaoTalk Brian Kim Ditangkap, Diduga Manipulasi Saham SM Entertainment",https://kumparan.com/kumparantech/pendiri-kakaotalk-brian-kim-ditangkap-diduga-manipulasi-saham-sm-entertainment-23BsvacMTUN,"Miliarder pendiri perusahaan teknologi raksasa Kakao Corp, Kim Beom-su atau Brian Kim, ditangkap atas tuduhan manipulasi saham saat perusahaan dalam proses mengakuisisi SM Entertainment. #kumparanTECH",2024-07-25 01:10:26,Kumparan News,Political,miliarder pendiri perusahaan teknologi raksasa kakao corp kim beomsu brian kim ditangkap tuduhan manipulasi saham perusahaan prose mengakuisisi sm entertainment kumparantech,Neutral
835,"Kenali surat suara Pilkada 2024, ini dia jenis-jenisnya",https://www.antaranews.com/berita/4188174/kenali-surat-suara-pilkada-2024-ini-dia-jenis-jenisnya,Setelah pesta demokrasi Pemilihan Umum (Pemilu) beberapa waktu lalu. Dalam beberapa bulan lagi masyarakat Indonesia,2024-07-08 15:21:54,Antara News Politik,Economic,pesta demokrasi pemilihan pemilu masyarakat indonesia,Neutral
836,Pengertian dan sejarah singkat Pilkada di Indonesia,https://www.antaranews.com/berita/4184601/pengertian-dan-sejarah-singkat-pilkada-di-indonesia,"Pemilihan Kepala Daerah (Pilkada) sebentar lagi akan digelar, sebagai wujud dari demokrasi di Indonesia. Proses Pilkada",2024-07-05 15:36:23,Antara News Politik,Economic,pemilihan kepala daerah pilkada sebentar digelar wujud demokrasi indonesia prose pilkada,Neutral
837,Ini besaran gaji KPPS Pilkada 2024,https://www.antaranews.com/berita/4184334/ini-besaran-gaji-kpps-pilkada-2024,"Dalam waktu dekat, masyarakat Indonesia akan menghadapi kembali pesta demokrasi Pemilihan Kepala Daerah (Pilkada) tahun",2024-07-05 13:07:47,Antara News Politik,Economic,masyarakat indonesia menghadapi pesta demokrasi pemilihan kepala daerah pilkada,Neutral
838,"Pilkada serentak 2024, cek jadwal dan tahapannya",https://www.antaranews.com/berita/4184052/pilkada-serentak-2024-cek-jadwal-dan-tahapannya,Indonesia akan mengadakan Pemilihan Kepala Daerah (Pilkada) secara serentak di 37 provinsi dan 508,2024-07-05 11:33:36,Antara News Politik,Economic,indonesia mengadakan pemilihan kepala daerah pilkada serentak provinsi,Neutral
839,Cara cek DPT Online Pilkada 2024 beserta syaratnya,https://www.antaranews.com/berita/4183770/cara-cek-dpt-online-pilkada-2024-beserta-syaratnya,Komisi Pemilihan Umum (KPU) telah menyelesaikan proses verifikasi terhadap daftar pemilih. Setelah proses tersebut,2024-07-05 09:42:42,Antara News Politik,Economic,komisi pemilihan kpu menyelesaikan prose verifikasi daftar pemilih prose,Neutral
840,"Muhammadiyah Pakai Kalender Hijriah Global, Tak Ada Lagi Beda Lebaran",https://www.cnbcindonesia.com/lifestyle/20240725082914-33-557449/muhammadiyah-pakai-kalender-hijriah-global-tak-ada-lagi-beda-lebaran,Muhammadiyah resmi menggunakan Kalender Hijriah Global Tunggal (KHGT) untuk menggantikan sistem Hisab Hakiki Wujudul Hilal yang digunakan sebelumnya.,2024-07-25 03:10:09,CNBC News,Legal,muhammadiyah resmi kalender hijriah global tunggal khgt menggantikan sistem hisab hakiki wujudul hilal,Neutral
841,"Video: Ekspor Hasil Perikanan RI Di Semester I Tembus USD 2,71 Miliar",https://www.cnbcindonesia.com/news/20240725083327-8-557452/video-ekspor-hasil-perikanan-ri-di-semester-i-tembus-usd-271-miliar,"Kementerian Kelautan dan Perikanan mencatat nilai ekspor hasil perikanan Indonesia sepanjang semester satu 2024 mencapai Rp 44,24 Triliun",2024-07-25 03:07:49,CNBC News,Economic,kementerian kelautan perikanan mencatat nilai ekspor hasil perikanan indonesia semester mencapai rp triliun,Neutral
842,"Pos Indonesia Bakal Jadi Holding BUMN Logistik, Ini Rencananya",https://www.cnbcindonesia.com/market/20240725091057-17-557467/pos-indonesia-bakal-jadi-holding-bumn-logistik-ini-rencananya,PT Pos Indonesia mengaku siap untuk menjadi holding logistik BUMN.,2024-07-25 03:05:57,CNBC News,Economic,pt po indonesia mengaku holding logistik bumn,Neutral
843,"BRI (BBRI) Curi Perhatian Dunia, Unggul dari Starbucks hingga Nissan",https://www.cnbcindonesia.com/market/20240725094937-17-557487/bri--bbri--curi-perhatian-dunia-unggul-dari-starbucks-hingga-nissan,Emiten bersandi BBRI ini dinobatkan sebagai perusahaan terbesar di Indonesia dan ke-4 di Asean berdasarkan The Global 2000 dari Forbes.,2024-07-25 03:01:08,CNBC News,Economic,emiten bersandi bbri dinobatkan perusahaan terbesar indonesia asean berdasarkan the global forbes,Neutral
844,Bagaimana Anak Keluarga Kaya Sekolah Elit Swiss Belajar tentang Uang?,https://www.cnbcindonesia.com/entrepreneur/20240725095104-25-557486/bagaimana-anak-keluarga-kaya-sekolah-elit-swiss-belajar-tentang-uang,"Institut auf dem Rosenberg di St. Gallen, Swiss, adalah salah satu sekolah ber-asrama termahal di dunia",2024-07-25 03:01:05,CNBC News,Economic,institut auf dem rosenberg st gallen swiss salah sekolah berasrama termahal dunia,Neutral
845,Pertamina Usulkan Pembentukan Peta Jalan RI 'Tanpa Subsidi',https://www.cnbcindonesia.com/news/20240725093144-4-557482/pertamina-usulkan-pembentukan-peta-jalan-ri-tanpa-subsidi,Pertamina mengusulkan pembentukan roadmap atau peta jalan Zero Subsidy,2024-07-25 02:55:00,CNBC News,Environmental,pertamina mengusulkan pembentukan roadmap peta jalan zero subsidy,Neutral
846,"Kelas Menengah RI Berguguran, Airlangga: Bupati-Walikota Harus Kerja!",https://www.cnbcindonesia.com/news/20240725090015-4-557462/kelas-menengah-ri-berguguran-airlangga-bupati-walikota-harus-kerja,Kelas menengah di Indonesia mulai berguguran hingga akhirnya turun kelas ke menjadi kelas menengah rentan,2024-07-25 02:50:15,CNBC News,Economic,kelas menengah indonesia berguguran turun kelas kelas menengah rentan,Neutral
847,"Tumbuh Selektif, BRI Cetak Laba Rp 29,9 Triliun di Semester I-2024",https://www.cnbcindonesia.com/market/20240725094136-19-557483/tumbuh-selektif-bri-cetak-laba-rp-299-triliun-di-semester-i-2024,"Tumbuh Selektif, BRI Berhasil Cetak Laba Rp 29,9 Triliun di Semester I-2024",2024-07-25 02:48:47,CNBC News,Economic,tumbuh selektif bri berhasil cetak laba rp triliun semester i,Neutral
848,"BRI (BBRI) Siap Tanpa Program Restruk Covid-19, Ini 2 Senjata Utamanya",https://www.cnbcindonesia.com/market/20240725093709-17-557485/bri--bbri--siap-tanpa-program-restruk-covid-19-ini-2-senjata-utamanya,PT Bank Rakyat Indonesia Tbk (BBRI) mengaku akan tunduk dan mendukung program pemerintah yang ingin memperpanjang restrukturisasi kredit Covid-19.,2024-07-25 02:48:28,CNBC News,Economic,pt bank rakyat indonesia tbk bbri mengaku tunduk mendukung program pemerintah memperpanjang restrukturisasi kredit covid,Neutral
849,Wartawan Senior Budiman Tanuredjo Lolos Seleksi Administrasi Capim KPK,https://www.cnbcindonesia.com/news/20240725084017-4-557460/wartawan-senior-budiman-tanuredjo-lolos-seleksi-administrasi-capim-kpk,"Sebelum pensiun tahun ini, Budiman dikenal sebagai wartawan Harian KOMPAS.",2024-07-25 02:45:00,CNBC News,Environmental,pensiun budiman dikenal wartawan harian kompas,Neutral
850,"Dana Pihak Ketiga BRI Tumbuh 6,1%, Ditopang Dana Murah",https://www.cnbcindonesia.com/market/20240725093224-17-557484/dana-pihak-ketiga-bri-tumbuh-61-ditopang-dana-murah,PT Bank Rakyat Indonesia (Persero) Tbk melaporkan dana pihak ketiga (DPK) per Juni 2024 didominasi oleh dana murah atau current account savings account (CASA).,2024-07-25 02:44:39,CNBC News,Economic,pt bank rakyat indonesia persero tbk melaporkan dana ketiga dpk juni didominasi dana murah current account saving account casa,Neutral
851,"Jumlah Pasukan Siber Pemerintah Makin Banyak, Ini Fungsi CSIRT",https://www.cnbcindonesia.com/tech/20240725084954-37-557457/jumlah-pasukan-siber-pemerintah-makin-banyak-ini-fungsi-csirt,"BSSN meluncurkan CSIRT di 18 kementerian, lembaga, dan pemerintah daerah.",2024-07-25 02:40:00,CNBC News,Economic,bssn meluncurkan csirt kementerian lembaga pemerintah daerah,Neutral
852,Video: Balon Sampah Dari Korut Jatuh di Kawasan Istana Korsel,https://www.cnbcindonesia.com/news/20240725083203-8-557451/video-balon-sampah-dari-korut-jatuh-di-kawasan-istana-korsel,Serangkaian balon isi sampah yang diluncurkan Korea Utara (Korut) berhasil menembus wilayah dekat istana presiden Korea Selatan (Korsel),2024-07-25 02:38:51,CNBC News,Economic,serangkaian balon isi sampah diluncurkan korea utara korut berhasil menembus wilayah istana presiden korea selatan korsel,Neutral
853,"Borong 100 Mobil Listrik Wuling, Ini Profil Raja Tol Jusuf Hamka",https://www.cnbcindonesia.com/market/20240725083807-17-557455/borong-100-mobil-listrik-wuling-ini-profil-raja-tol-jusuf-hamka,Konglomerat jalan tol Jusuf Hamka telah memborong mobil listrik Wuling.,2024-07-25 02:35:07,CNBC News,Environmental,konglomerat jalan tol jusuf hamka memborong mobil listrik wuling,Neutral
854,"Gegara China, Harga Minyak Dunia Longsor",https://www.cnbcindonesia.com/market/20240725092524-17-557477/gegara-china-harga-minyak-dunia-longsor,Harga minyak mentah terpantau berbalik ke zona merah pada perdagangan Kamis (25/7/2024).,2024-07-25 02:35:05,CNBC News,Political,harga minyak mentah terpantau berbalik zona merah perdagangan kami,Neutral
855,"BRI Salurkan Kredit Rp 1.336,8 T per Juni 2024, 82% ke UMKM",https://www.cnbcindonesia.com/market/20240725082818-17-557447/bri-salurkan-kredit-rp-13368-t-per-juni-2024-82-ke-umkm,"PT Bank Rakyat Indonesia (Persero) Tbk atau BBRI secara konsolidasi menyalurkan kredit senilai Rp 1.336,78 triliun.",2024-07-25 02:32:10,CNBC News,Economic,pt bank rakyat indonesia persero tbk bbri konsolidasi menyalurkan kredit senilai rp triliun,Neutral
856,"Ribuan Orang Serbu The Capitol, Protes Besar-besaran Guncang AS",https://www.cnbcindonesia.com/news/20240725090459-4-557465/ribuan-orang-serbu-the-capitol-protes-besar-besaran-guncang-as,"Ribuan demonstran yang marah atas situasi di Gaza, Palestina, melakukan protes Gedung Kongres Amerika Serikat (AS), The Capitol, Rabu waktu setempat",2024-07-25 02:31:23,CNBC News,Social,ribuan demonstran marah situasi gaza palestina protes gedung kongres amerika serikat a the capitol rabu,Neutral
857,"Beli LPG 3 Kg Makin Sulit di Toko Eceran, Ternyata Ini Sebabnya..",https://www.cnbcindonesia.com/news/20240725085834-4-557461/beli-lpg-3-kg-makin-sulit-di-toko-eceran-ternyata-ini-sebabnya,Kementerian ESDM mengungkapkan bahwa penjualan LPG 3 Kg di toko eceran di batasi 10%,2024-07-25 02:25:00,CNBC News,Economic,kementerian esdm penjualan lpg kg toko eceran batasi,Neutral
858,Video: Netanyahu Tegaskan Akan Lanjut Perang Hancurkan Hamas,https://www.cnbcindonesia.com/news/20240725081737-8-557446/video-netanyahu-tegaskan-akan-lanjut-perang-hancurkan-hamas,Perdana Menteri Israel Benjamin Netanyahu berpidato di Kongres Amerika Serikat (AS),2024-07-25 02:21:57,CNBC News,Social,perdana menteri israel benjamin netanyahu berpidato kongres amerika serikat a,Neutral
859,Harga Emas Antam Hari Ini Kamis 25 Juli Anjlok Rp 6.000,https://www.cnbcindonesia.com/mymoney/20240725085536-72-557459/harga-emas-antam-hari-ini-kamis-25-juli-anjlok-rp-6000,"Harga emas satuan 1 gram pada hari ini dibanderol Rp 1.400.000/batang, turun Rp 6.000 dari posisi Rabu kemarin.",2024-07-25 02:20:00,CNBC News,Legal,harga emas satuan gram dibanderol rp batang turun rp posisi rabu kemarin,Neutral
